Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
1021320108200;Oberirsen;509;412;97;0;361;95;70,9;2;17;344;4,7;95,3;149;96;32;17;25;11;14;;;;;;;;;;;;;;;;;;;43,3;27,9;9,3;4,9;7,3;3,2;4,1;;;;;;;;;;;;;;;;;;;8;353;2,2;97,8;143;89;27;12;17;6;5;5;1;0;1;45;1;1;;;;;;;;;;;;40,5;25,2;7,6;3,4;4,8;1,7;1,4;1,4;0,3;0;0,3;12,7;0,3;0,3;;;;;;;;;;;;;;1;1;13.03.2016 19:19:57
1021320108600;Oberwambach;326;247;79;0;220;79;67,5;2;12;208;5,5;94,5;105;45;9;13;10;13;13;;;;;;;;;;;;;;;;;;;50,5;21,6;4,3;6,3;4,8;6,3;6,3;;;;;;;;;;;;;;;;;;;1;219;0,5;99,5;107;35;11;8;7;7;9;0;0;1;3;30;1;0;;;;;;;;;;;;48,9;16;5;3,7;3,2;3,2;4,1;0;0;0,5;1,4;13,7;0,5;0;;;;;;;;;;;;;;1;1;13.03.2016 19:20:46
1021320108700;Ölsen;70;63;7;0;50;7;71,4;2;3;47;6;94;21;18;3;3;0;2;0;;;;;;;;;;;;;;;;;;;44,7;38,3;6,4;6,4;0;4,3;0;;;;;;;;;;;;;;;;;;;1;49;2;98;23;16;2;3;0;0;0;0;0;0;0;5;0;0;;;;;;;;;;;;46,9;32,7;4,1;6,1;0;0;0;0;0;0;0;10,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:32:44
1021320109200;Racksen;104;85;19;0;84;19;80,8;2;5;79;6;94;38;20;5;8;1;5;2;;;;;;;;;;;;;;;;;;;48,1;25,3;6,3;10,1;1,3;6,3;2,5;;;;;;;;;;;;;;;;;;;0;84;0;100;45;17;1;9;2;3;2;0;0;0;0;5;0;0;;;;;;;;;;;;53,6;20,2;1,2;10,7;2,4;3,6;2,4;0;0;0;0;6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:51:48
1021320109400;Rettersen;283;242;41;0;189;37;66,8;2;10;179;5,3;94,7;82;45;13;18;10;7;4;;;;;;;;;;;;;;;;;;;45,8;25,1;7,3;10,1;5,6;3,9;2,2;;;;;;;;;;;;;;;;;;;2;187;1,1;98,9;71;40;15;19;6;2;1;1;0;1;2;29;0;0;;;;;;;;;;;;38;21,4;8;10,2;3,2;1,1;0,5;0,5;0;0,5;1,1;15,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:46:23
1021320109900;Schöneberg;292;241;51;0;189;48;64,7;2;5;184;2,6;97,4;81;45;18;15;11;7;7;;;;;;;;;;;;;;;;;;;44;24,5;9,8;8,2;6;3,8;3,8;;;;;;;;;;;;;;;;;;;2;187;1,1;98,9;75;40;21;6;8;4;2;1;3;0;1;25;0;1;;;;;;;;;;;;40,1;21,4;11,2;3,2;4,3;2,1;1,1;0,5;1,6;0;0,5;13,4;0;0,5;;;;;;;;;;;;;;1;1;13.03.2016 19:05:05
1021320110600;Sörth;178;149;29;0;119;29;66,9;2;4;115;3,4;96,6;48;29;12;18;1;6;1;;;;;;;;;;;;;;;;;;;41,7;25,2;10,4;15,7;0,9;5,2;0,9;;;;;;;;;;;;;;;;;;;3;116;2,5;97,5;48;23;9;8;1;4;2;1;1;0;2;17;0;0;;;;;;;;;;;;41,4;19,8;7,8;6,9;0,9;3,4;1,7;0,9;0,9;0;1,7;14,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:38:17
1021320110900;Stürzelbach;207;165;42;0;144;39;69,6;2;8;136;5,6;94,4;59;42;10;12;2;9;2;;;;;;;;;;;;;;;;;;;43,4;30,9;7,4;8,8;1,5;6,6;1,5;;;;;;;;;;;;;;;;;;;3;141;2,1;97,9;56;41;10;8;4;5;0;0;0;0;0;17;0;0;;;;;;;;;;;;39,7;29,1;7,1;5,7;2,8;3,5;0;0;0;0;0;12,1;0;0;;;;;;;;;;;;;;1;1;15.03.2016 10:41:09
1021320111000;Volkerzen;64;61;3;0;50;3;78,1;2;0;50;0;100;24;14;2;5;2;3;0;;;;;;;;;;;;;;;;;;;48;28;4;10;4;6;0;;;;;;;;;;;;;;;;;;;0;50;0;100;23;14;2;2;0;2;0;0;0;0;1;6;0;0;;;;;;;;;;;;46;28;4;4;0;4;0;0;0;0;2;12;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:23:12
1021320111400;Werkhausen;192;177;15;0;143;12;74,5;2;2;141;1,4;98,6;54;43;24;9;4;4;3;;;;;;;;;;;;;;;;;;;38,3;30,5;17;6,4;2,8;2,8;2,1;;;;;;;;;;;;;;;;;;;2;141;1,4;98,6;71;34;14;7;2;1;3;1;0;0;0;8;0;0;;;;;;;;;;;;50,4;24,1;9,9;5;1,4;0,7;2,1;0,7;0;0;0;5,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:16:19
1021320111500;Weyerbusch;1107;945;162;0;691;154;62,4;2;14;677;2;98;264;209;73;40;28;45;18;;;;;;;;;;;;;;;;;;;39;30,9;10,8;5,9;4,1;6,6;2,7;;;;;;;;;;;;;;;;;;;10;681;1,4;98,6;286;173;46;38;22;19;7;6;4;4;3;70;2;1;;;;;;;;;;;;42;25,4;6,8;5,6;3,2;2,8;1;0,9;0,6;0,6;0,4;10,3;0,3;0,1;;;;;;;;;;;;;;2;2;13.03.2016 20:09:42
1021320111800;Wölmersen;293;247;46;0;212;44;72,4;2;2;210;0,9;99,1;76;90;14;8;9;12;1;;;;;;;;;;;;;;;;;;;36,2;42,9;6,7;3,8;4,3;5,7;0,5;;;;;;;;;;;;;;;;;;;0;212;0;100;81;78;9;6;7;5;0;1;0;4;2;19;0;0;;;;;;;;;;;;38,2;36,8;4,2;2,8;3,3;2,4;0;0,5;0;1,9;0,9;9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:07:48
1021320120100;Berod bei Hachenburg;436;346;90;0;299;83;68,6;2;14;285;4,7;95,3;127;83;19;25;13;10;8;;;;;;;;;;;;;;;;;;;44,6;29,1;6,7;8,8;4,6;3,5;2,8;;;;;;;;;;;;;;;;;;;5;294;1,7;98,3;130;65;14;29;12;3;3;1;0;0;1;36;0;0;;;;;;;;;;;;44,2;22,1;4,8;9,9;4,1;1;1;0,3;0;0;0,3;12,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:55:09
1021320150100;Altenkirchen (Westerwald);4553;3785;768;0;2535;731;55,7;2;101;2434;4;96;724;847;150;309;148;179;77;;;;;;;;;;;;;;;;;;;29,7;34,8;6,2;12,7;6,1;7,4;3,2;;;;;;;;;;;;;;;;;;;48;2487;1,9;98,1;819;768;96;196;109;55;25;9;3;5;17;373;2;10;;;;;;;;;;;;32,9;30,9;3,9;7,9;4,4;2,2;1;0,4;0,1;0,2;0,7;15;0,1;0,4;;;;;;;;;;;;;;5;5;13.03.2016 20:10:26
1021320400000;Flammersfeld, VG;9370;7417;1953;0;6440;1866;68,7;2;214;6226;3,3;96,7;1779;2808;401;456;220;347;215;;;;;;;;;;;;;;;;;;;28,6;45,1;6,4;7,3;3,5;5,6;3,5;;;;;;;;;;;;;;;;;;;74;6366;1,1;98,9;1973;2434;313;366;146;112;73;52;16;21;19;830;3;8;;;;;;;;;;;;31;38,2;4,9;5,7;2,3;1,8;1,1;0,8;0,3;0,3;0,3;13;0;0,1;;;;;;;;;;;;;;26;26;14.03.2016 10:50:41
1021320400500;Berzhausen;161;131;30;0;110;29;68,3;2;2;108;1,8;98,2;47;34;11;7;4;4;1;;;;;;;;;;;;;;;;;;;43,5;31,5;10,2;6,5;3,7;3,7;0,9;;;;;;;;;;;;;;;;;;;1;109;0,9;99,1;45;31;8;4;4;1;0;0;0;5;0;11;0;0;;;;;;;;;;;;41,3;28,4;7,3;3,7;3,7;0,9;0;0;0;4,6;0;10,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:02:12
1021320401500;Bürdenbach;445;366;79;0;267;75;60;2;10;257;3,7;96,3;68;122;21;12;4;24;6;;;;;;;;;;;;;;;;;;;26,5;47,5;8,2;4,7;1,6;9,3;2,3;;;;;;;;;;;;;;;;;;;4;263;1,5;98,5;78;107;12;7;6;5;2;0;1;0;3;42;0;0;;;;;;;;;;;;29,7;40,7;4,6;2,7;2,3;1,9;0,8;0;0,4;0;1,1;16;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:32:56
1021320401600;Burglahr;358;279;79;0;262;79;73,2;2;10;252;3,8;96,2;59;140;12;13;9;9;10;;;;;;;;;;;;;;;;;;;23,4;55,6;4,8;5,2;3,6;3,6;4;;;;;;;;;;;;;;;;;;;4;258;1,5;98,5;64;133;13;7;5;5;6;0;0;0;1;24;0;0;;;;;;;;;;;;24,8;51,6;5;2,7;1,9;1,9;2,3;0;0;0;0,4;9,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:03:08
1021320402300;Eichen;435;383;52;0;296;50;68;2;9;287;3;97;80;138;14;14;10;19;12;;;;;;;;;;;;;;;;;;;27,9;48,1;4,9;4,9;3,5;6,6;4,2;;;;;;;;;;;;;;;;;;;3;293;1;99;110;88;16;12;5;4;3;2;1;0;1;51;0;0;;;;;;;;;;;;37,5;30;5,5;4,1;1,7;1,4;1;0,7;0,3;0;0,3;17,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:40:03
1021320402900;Eulenberg;43;40;3;0;28;1;65,1;2;0;28;0;100;9;13;0;0;4;2;0;;;;;;;;;;;;;;;;;;;32,1;46,4;0;0;14,3;7,1;0;;;;;;;;;;;;;;;;;;;0;28;0;100;5;12;1;2;4;2;0;0;0;0;0;2;0;0;;;;;;;;;;;;17,9;42,9;3,6;7,1;14,3;7,1;0;0;0;0;0;7,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:37:19
1021320403200;Flammersfeld;1053;852;201;0;627;189;59,5;2;17;610;2,7;97,3;213;205;40;67;24;31;30;;;;;;;;;;;;;;;;;;;34,9;33,6;6,6;11;3,9;5,1;4,9;;;;;;;;;;;;;;;;;;;6;621;1;99;255;165;34;41;21;13;9;0;1;0;1;81;0;0;;;;;;;;;;;;41,1;26,6;5,5;6,6;3,4;2,1;1,4;0;0,2;0;0,2;13;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:24:27
1021320404100;Giershausen;84;67;17;0;64;17;76,2;2;5;59;7,8;92,2;21;20;3;5;3;3;4;;;;;;;;;;;;;;;;;;;35,6;33,9;5,1;8,5;5,1;5,1;6,8;;;;;;;;;;;;;;;;;;;2;62;3,1;96,9;20;13;5;6;1;0;1;0;4;0;0;10;2;0;;;;;;;;;;;;32,3;21;8,1;9,7;1,6;0;1,6;0;6,5;0;0;16,1;3,2;0;;;;;;;;;;;;;;1;1;13.03.2016 18:45:20
1021320404300;Güllesheim;568;358;210;0;413;200;72,7;2;22;391;5,3;94,7;99;214;9;21;10;16;22;;;;;;;;;;;;;;;;;;;25,3;54,7;2,3;5,4;2,6;4,1;5,6;;;;;;;;;;;;;;;;;;;9;404;2,2;97,8;117;188;6;22;4;3;8;3;0;0;2;51;0;0;;;;;;;;;;;;29;46,5;1,5;5,4;1;0,7;2;0,7;0;0;0,5;12,6;0;0;;;;;;;;;;;;;;1;1;14.03.2016 10:50:41
1021320405500;Horhausen (Westerwald);1476;1157;319;0;1004;298;68;2;24;980;2,4;97,6;230;521;57;66;22;59;25;;;;;;;;;;;;;;;;;;;23,5;53,2;5,8;6,7;2,2;6;2,6;;;;;;;;;;;;;;;;;;;7;997;0,7;99,3;252;474;39;54;15;19;9;10;2;4;1;118;0;0;;;;;;;;;;;;25,3;47,5;3,9;5,4;1,5;1,9;0,9;1;0,2;0,4;0,1;11,8;0;0;;;;;;;;;;;;;;1;1;13.03.2016 20:53:49
1021320406000;Kescheid;111;92;19;0;100;19;90,1;2;1;99;1;99;29;30;13;18;3;6;0;;;;;;;;;;;;;;;;;;;29,3;30,3;13,1;18,2;3;6,1;0;;;;;;;;;;;;;;;;;;;1;99;1;99;34;25;8;17;1;0;0;1;0;1;0;12;0;0;;;;;;;;;;;;34,3;25,3;8,1;17,2;1;0;0;1;0;1;0;12,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:29:51
1021320406500;Krunkel;479;357;122;0;361;113;75,4;2;13;348;3,6;96,4;98;159;22;17;7;25;20;;;;;;;;;;;;;;;;;;;28,2;45,7;6,3;4,9;2;7,2;5,7;;;;;;;;;;;;;;;;;;;2;359;0,6;99,4;103;135;20;20;5;9;4;4;0;0;1;58;0;0;;;;;;;;;;;;28,7;37,6;5,6;5,6;1,4;2,5;1,1;1,1;0;0;0,3;16,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:55:55
1021320407800;Niedersteinebach;168;129;39;0;104;32;61,9;2;3;101;2,9;97,1;34;41;8;6;8;4;0;;;;;;;;;;;;;;;;;;;33,7;40,6;7,9;5,9;7,9;4;0;;;;;;;;;;;;;;;;;;;2;102;1,9;98,1;39;37;5;5;1;1;2;1;1;0;0;8;0;2;;;;;;;;;;;;38,2;36,3;4,9;4,9;1;1;2;1;1;0;0;7,8;0;2;;;;;;;;;;;;;;1;1;13.03.2016 18:32:44
1021320408300;Oberlahr;607;466;141;0;424;135;69,9;2;13;411;3,1;96,9;62;262;20;22;12;17;16;;;;;;;;;;;;;;;;;;;15,1;63,7;4,9;5,4;2,9;4,1;3,9;;;;;;;;;;;;;;;;;;;4;420;0,9;99,1;73;235;19;24;8;8;6;6;0;2;1;36;0;2;;;;;;;;;;;;17,4;56;4,5;5,7;1,9;1,9;1,4;1,4;0;0,5;0,2;8,6;0;0,5;;;;;;;;;;;;;;1;1;13.03.2016 19:08:00
1021320408400;Obernau;176;145;31;0;97;29;55,1;2;2;95;2,1;97,9;40;17;16;7;11;2;2;;;;;;;;;;;;;;;;;;;42,1;17,9;16,8;7,4;11,6;2,1;2,1;;;;;;;;;;;;;;;;;;;1;96;1;99;36;19;13;5;3;1;1;1;1;0;0;16;0;0;;;;;;;;;;;;37,5;19,8;13,5;5,2;3,1;1;1;1;1;0;0;16,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:29:55
1021320408500;Obersteinebach;198;157;41;0;148;41;74,7;2;3;145;2;98;41;55;11;17;7;9;5;;;;;;;;;;;;;;;;;;;28,3;37,9;7,6;11,7;4,8;6,2;3,4;;;;;;;;;;;;;;;;;;;0;148;0;100;39;52;9;11;3;3;2;2;0;0;0;27;0;0;;;;;;;;;;;;26,4;35,1;6,1;7,4;2;2;1,4;1,4;0;0;0;18,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:35:12
1021320408800;Orfgen;183;138;45;0;141;44;77;2;8;133;5,7;94,3;49;35;13;14;9;10;3;;;;;;;;;;;;;;;;;;;36,8;26,3;9,8;10,5;6,8;7,5;2,3;;;;;;;;;;;;;;;;;;;0;141;0;100;56;31;5;11;9;3;1;0;0;0;1;24;0;0;;;;;;;;;;;;39,7;22;3,5;7,8;6,4;2,1;0,7;0;0;0;0,7;17;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:08:52
1021320408900;Peterslahr;237;201;36;0;171;35;72,2;2;4;167;2,3;97,7;30;87;14;8;9;10;9;;;;;;;;;;;;;;;;;;;18;52,1;8,4;4,8;5,4;6;5,4;;;;;;;;;;;;;;;;;;;1;170;0,6;99,4;39;72;9;11;6;3;5;2;0;0;0;23;0;0;;;;;;;;;;;;22,9;42,4;5,3;6,5;3,5;1,8;2,9;1,2;0;0;0;13,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:44:23
1021320409000;Pleckhausen;562;448;114;0;412;116;73,3;2;16;396;3,9;96,1;108;196;17;28;15;23;9;;;;;;;;;;;;;;;;;;;27,3;49,5;4,3;7,1;3,8;5,8;2,3;;;;;;;;;;;;;;;;;;;3;409;0,7;99,3;122;170;17;19;7;11;0;3;0;2;1;54;0;3;;;;;;;;;;;;29,8;41,6;4,2;4,6;1,7;2,7;0;0,7;0;0,5;0,2;13,2;0;0,7;;;;;;;;;;;;;;1;1;13.03.2016 19:01:12
1021320409300;Reiferscheid;327;272;55;0;227;57;69,4;2;16;211;7;93;83;80;14;18;2;6;8;;;;;;;;;;;;;;;;;;;39,3;37,9;6,6;8,5;0,9;2,8;3,8;;;;;;;;;;;;;;;;;;;6;221;2,6;97,4;89;64;10;12;3;1;4;8;0;1;1;27;0;1;;;;;;;;;;;;40,3;29;4,5;5,4;1,4;0,5;1,8;3,6;0;0,5;0,5;12,2;0;0,5;;;;;;;;;;;;;;1;1;13.03.2016 20:00:25
1021320409700;Rott;292;233;59;0;207;58;70,9;2;11;196;5,3;94,7;64;68;18;13;9;17;7;;;;;;;;;;;;;;;;;;;32,7;34,7;9,2;6,6;4,6;8,7;3,6;;;;;;;;;;;;;;;;;;;9;198;4,3;95,7;63;64;15;9;3;4;3;1;0;1;3;32;0;0;;;;;;;;;;;;31,8;32,3;7,6;4,5;1,5;2;1,5;0,5;0;0,5;1,5;16,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:05:55
1021320410000;Schürdt;209;167;42;0;140;39;67;2;0;140;0;100;46;45;17;13;4;8;7;;;;;;;;;;;;;;;;;;;32,9;32,1;12,1;9,3;2,9;5,7;5;;;;;;;;;;;;;;;;;;;0;140;0;100;56;41;7;12;1;2;2;0;3;0;0;16;0;0;;;;;;;;;;;;40;29,3;5;8,6;0,7;1,4;1,4;0;2,1;0;0;11,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:49:01
1021320410300;Seelbach (Westerwald);257;193;64;0;197;62;76,7;2;8;189;4,1;95,9;66;56;29;11;14;8;5;;;;;;;;;;;;;;;;;;;34,9;29,6;15,3;5,8;7,4;4,2;2,6;;;;;;;;;;;;;;;;;;;4;193;2;98;74;43;25;11;12;3;1;0;0;2;1;21;0;0;;;;;;;;;;;;38,3;22,3;13;5,7;6,2;1,6;0,5;0;0;1;0,5;10,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:59:54
1021320410400;Seifen;107;86;21;0;72;21;67,3;2;3;69;4,2;95,8;35;23;4;2;1;3;1;;;;;;;;;;;;;;;;;;;50,7;33,3;5,8;2,9;1,4;4,3;1,4;;;;;;;;;;;;;;;;;;;1;71;1,4;98,6;37;15;6;2;2;1;0;0;0;1;0;7;0;0;;;;;;;;;;;;52,1;21,1;8,5;2,8;2,8;1,4;0;0;0;1,4;0;9,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:35:57
1021320411200;Walterschen;118;100;18;0;86;17;72,9;2;4;82;4,7;95,3;41;25;4;4;1;5;2;;;;;;;;;;;;;;;;;;;50;30,5;4,9;4,9;1,2;6,1;2,4;;;;;;;;;;;;;;;;;;;3;83;3,5;96,5;45;19;1;4;0;1;1;0;0;0;0;12;0;0;;;;;;;;;;;;54,2;22,9;1,2;4,8;0;1,2;1,2;0;0;0;0;14,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:37:10
1021320411600;Willroth;599;504;95;0;387;89;64,6;2;10;377;2,6;97,4;92;183;10;48;12;21;11;;;;;;;;;;;;;;;;;;;24,4;48,5;2,7;12,7;3,2;5,6;2,9;;;;;;;;;;;;;;;;;;;1;386;0,3;99,7;93;164;7;31;13;7;3;8;2;2;1;54;1;0;;;;;;;;;;;;24,1;42,5;1,8;8;3,4;1,8;0,8;2,1;0,5;0,5;0,3;14;0,3;0;;;;;;;;;;;;;;1;1;13.03.2016 18:59:06
1021320411900;Ziegenhain;117;96;21;0;95;21;81,2;2;0;95;0;100;35;39;4;5;6;6;0;;;;;;;;;;;;;;;;;;;36,8;41,1;4,2;5,3;6,3;6,3;0;;;;;;;;;;;;;;;;;;;0;95;0;100;29;37;3;7;4;2;0;0;0;0;0;13;0;0;;;;;;;;;;;;30,5;38,9;3,2;7,4;4,2;2,1;0;0;0;0;0;13,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:30:49
1021320500000;Gebhardshain, VG;8659;6603;2056;0;6174;1966;71,3;2;194;5980;3,1;96,9;1446;3174;209;382;186;434;149;;;;;;;;;;;;;;;;;;;24,2;53,1;3,5;6,4;3,1;7,3;2,5;;;;;;;;;;;;;;;;;;;58;6116;0,9;99,1;1568;2811;174;347;142;149;42;24;12;15;39;789;1;3;;;;;;;;;;;;25,6;46;2,8;5,7;2,3;2,4;0,7;0,4;0,2;0,2;0,6;12,9;0;0;;;;;;;;;;;;;;12;12;13.03.2016 20:11:47
1021320502000;Dickendorf;267;213;54;0;186;54;69,7;2;4;182;2,2;97,8;51;81;13;9;4;17;7;;;;;;;;;;;;;;;;;;;28;44,5;7,1;4,9;2,2;9,3;3,8;;;;;;;;;;;;;;;;;;;1;185;0,5;99,5;61;73;8;9;4;3;1;2;0;1;1;22;0;0;;;;;;;;;;;;33;39,5;4,3;4,9;2,2;1,6;0,5;1,1;0;0,5;0,5;11,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:24:00
1021320502400;Elben;269;206;63;0;199;62;74;2;4;195;2;98;54;97;6;20;4;10;4;;;;;;;;;;;;;;;;;;;27,7;49,7;3,1;10,3;2,1;5,1;2,1;;;;;;;;;;;;;;;;;;;0;199;0;100;53;94;6;10;4;3;1;0;0;2;2;24;0;0;;;;;;;;;;;;26,6;47,2;3;5;2;1,5;0,5;0;0;1;1;12,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:25:05
1021320502500;Elkenroth;1473;1115;358;0;1001;342;68;2;23;978;2,3;97,7;237;494;25;79;31;79;33;;;;;;;;;;;;;;;;;;;24,2;50,5;2,6;8,1;3,2;8,1;3,4;;;;;;;;;;;;;;;;;;;9;992;0,9;99,1;265;418;20;78;26;31;8;2;2;3;6;129;1;3;;;;;;;;;;;;26,7;42,1;2;7,9;2,6;3,1;0,8;0,2;0,2;0,3;0,6;13;0,1;0,3;;;;;;;;;;;;;;1;1;13.03.2016 19:54:03
1021320503000;Fensdorf;342;286;56;0;253;54;74;2;13;240;5,1;94,9;75;141;3;5;8;4;4;;;;;;;;;;;;;;;;;;;31,3;58,8;1,3;2,1;3,3;1,7;1,7;;;;;;;;;;;;;;;;;;;3;250;1,2;98,8;83;118;4;7;5;0;2;1;0;3;0;27;0;0;;;;;;;;;;;;33,2;47,2;1,6;2,8;2;0;0,8;0,4;0;1,2;0;10,8;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:27:01
1021320503900;Gebhardshain;1498;965;533;0;1083;517;72,3;2;34;1049;3,1;96,9;227;575;38;58;34;104;13;;;;;;;;;;;;;;;;;;;21,6;54,8;3,6;5,5;3,2;9,9;1,2;;;;;;;;;;;;;;;;;;;14;1069;1,3;98,7;233;533;37;66;24;38;6;9;3;1;10;109;0;0;;;;;;;;;;;;21,8;49,9;3,5;6,2;2,2;3,6;0,6;0,8;0,3;0,1;0,9;10,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 20:11:47
1021320505900;Kausen;605;472;133;0;446;126;73,7;2;18;428;4;96;91;243;20;22;12;29;11;;;;;;;;;;;;;;;;;;;21,3;56,8;4,7;5,1;2,8;6,8;2,6;;;;;;;;;;;;;;;;;;;3;443;0,7;99,3;109;214;17;17;14;7;3;2;0;1;3;56;0;0;;;;;;;;;;;;24,6;48,3;3,8;3,8;3,2;1,6;0,7;0,5;0;0,2;0,7;12,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:28:09
1021320506600;Malberg;802;639;163;0;606;153;75,6;2;12;594;2;98;166;311;21;33;18;31;14;;;;;;;;;;;;;;;;;;;27,9;52,4;3,5;5,6;3;5,2;2,4;;;;;;;;;;;;;;;;;;;7;599;1,2;98,8;172;284;14;30;12;11;6;0;1;1;1;67;0;0;;;;;;;;;;;;28,7;47,4;2,3;5;2;1,8;1;0;0,2;0,2;0,2;11,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:29:23
1021320507100;Molzhain;438;340;98;0;334;92;76,3;2;15;319;4,5;95,5;75;163;11;25;14;23;8;;;;;;;;;;;;;;;;;;;23,5;51,1;3,4;7,8;4,4;7,2;2,5;;;;;;;;;;;;;;;;;;;2;332;0,6;99,4;79;144;13;16;9;7;2;1;1;0;4;56;0;0;;;;;;;;;;;;23,8;43,4;3,9;4,8;2,7;2,1;0,6;0,3;0,3;0;1,2;16,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:30:33
1021320507300;Nauroth;901;724;177;0;612;169;67,9;2;29;583;4,7;95,3;131;311;25;45;18;44;9;;;;;;;;;;;;;;;;;;;22,5;53,3;4,3;7,7;3,1;7,5;1,5;;;;;;;;;;;;;;;;;;;12;600;2;98;136;289;18;32;14;12;1;3;2;0;0;93;0;0;;;;;;;;;;;;22,7;48,2;3;5,3;2,3;2;0,2;0,5;0,3;0;0;15,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:31:42
